Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
2.450076,0.01612973,1.045086,-1.185267,0.8424802,-0.5353552,-0.0137154,0.05859935,
2.461173,0.01594162,1.045101,-1.185359,0.8425785,-0.535179,-0.01393875,0.05874278,
2.472198,0.015769,1.045109,-1.185482,0.8426202,-0.535072,-0.01416647,0.05906387,
2.483356,0.01564741,1.045094,-1.185578,0.8426918,-0.5349189,-0.01429604,0.05939602,
2.494375,0.01546407,1.045126,-1.185624,0.8427337,-0.5348384,-0.01451482,0.05947387,
2.505447,0.01528454,1.045142,-1.185615,0.8428022,-0.5346837,-0.01500323,0.05977184,
2.516854,0.01508451,1.045229,-1.185639,0.8428909,-0.5345064,-0.01563787,0.05994548,
2.527869,0.01491427,1.04526,-1.185641,0.8429688,-0.5343392,-0.01627706,0.06016915,
2.538918,0.01467752,1.04529,-1.185583,0.8429928,-0.5342687,-0.01700046,0.06025879,
2.550074,0.014467,1.045328,-1.185517,0.8429937,-0.5342341,-0.01762891,0.06037188,
2.561022,0.01424503,1.045397,-1.185478,0.843002,-0.5341566,-0.01830831,0.06073971,
2.572325,0.01404881,1.045445,-1.185394,0.842978,-0.5341024,-0.01900557,0.06133125,
2.583296,0.01385164,1.045492,-1.185356,0.8430506,-0.5339105,-0.01951408,0.06184292,
2.594403,0.01364136,1.045531,-1.18527,0.8430476,-0.5338492,-0.02010698,0.06222096,
2.605529,0.01346684,1.045579,-1.185201,0.8430571,-0.5337756,-0.02079535,0.06249798,
2.616496,0.01335645,1.045593,-1.185065,0.8430216,-0.533749,-0.021613,0.06292485,
2.627754,0.01316166,1.045611,-1.184979,0.8430199,-0.5336774,-0.022312,0.06330914,
2.638863,0.01300478,1.045589,-1.184896,0.8429726,-0.5336737,-0.022864,0.06377283,
2.649996,0.01282263,1.045547,-1.184876,0.8428941,-0.5337311,-0.02344227,0.0641176,
2.661188,0.01269317,1.045554,-1.184789,0.8428206,-0.5337669,-0.02391862,0.06460911,
2.672164,0.01256728,1.045518,-1.184705,0.8427599,-0.533786,-0.0243557,0.06507768,
2.683877,0.01246881,1.045547,-1.184642,0.8427513,-0.5337524,-0.02460285,0.06537216,
2.694476,0.01239181,1.045627,-1.184566,0.8427535,-0.533751,-0.02458225,0.06536167,
2.705531,0.01236272,1.04563,-1.184511,0.8427189,-0.5337807,-0.02470439,0.06551924,
2.716702,0.01227713,1.045643,-1.184419,0.8427829,-0.5336817,-0.02462767,0.06553175,
2.727652,0.0122714,1.045638,-1.184387,0.8428002,-0.5336458,-0.02458831,0.0656156,
2.738838,0.01227665,1.045655,-1.184334,0.8428467,-0.5335771,-0.02448994,0.06561425,
2.749856,0.01226735,1.045641,-1.184326,0.8428347,-0.5336021,-0.02427957,0.06564313,
2.760943,0.01233149,1.045674,-1.184382,0.8428343,-0.5336174,-0.02391519,0.06565772,
2.772171,0.01234841,1.045666,-1.184398,0.8428584,-0.533607,-0.02357253,0.06555596,
2.783437,0.01238298,1.045671,-1.184438,0.8428858,-0.5336078,-0.02334226,0.06528001,
2.796686,0.01237774,1.045641,-1.184453,0.842877,-0.5336523,-0.02312226,0.06510836,
2.805462,0.01236773,1.04563,-1.184482,0.8428863,-0.5336491,-0.02295295,0.06507327,
2.816561,0.01230383,1.045652,-1.184428,0.8429077,-0.5336194,-0.02295814,0.0650373,
2.82764,0.01229668,1.04565,-1.184436,0.8428801,-0.5336862,-0.0228754,0.06487609,
2.838762,0.01230311,1.045589,-1.184338,0.8428575,-0.5337424,-0.02271558,0.06476334,
2.849897,0.01223135,1.045589,-1.18427,0.842806,-0.5338321,-0.02264396,0.06471869,
2.86099,0.01226902,1.045565,-1.184278,0.8428085,-0.5338278,-0.02251494,0.0647669,
2.871979,0.01217318,1.04563,-1.184335,0.8428263,-0.5338112,-0.02240098,0.06471299,
2.883112,0.01213264,1.045634,-1.18435,0.842828,-0.5338194,-0.02224679,0.06467544,
2.8943,0.01201057,1.045668,-1.184365,0.8428433,-0.5337974,-0.02212017,0.06470136,
2.90552,0.01197934,1.045646,-1.184374,0.8428159,-0.5338357,-0.02192666,0.06480882,
2.917105,0.01192069,1.04565,-1.184359,0.8427787,-0.5338963,-0.02165346,0.06488431,
2.927778,0.01191139,1.045639,-1.184346,0.8427871,-0.5339041,-0.02142586,0.0647871,
2.938725,0.01186562,1.045641,-1.184297,0.8427738,-0.5339598,-0.02134346,0.06452765,
2.949823,0.01177669,1.045692,-1.18427,0.8427749,-0.5339781,-0.02111234,0.06443711,
2.960962,0.01172853,1.0457,-1.184297,0.8428561,-0.53387,-0.02083508,0.06436104,
2.971958,0.01160741,1.045684,-1.18432,0.8428746,-0.5338451,-0.02083007,0.064327,
2.983062,0.01150751,1.045665,-1.184337,0.8429021,-0.5337979,-0.02073507,0.06438917,
2.994248,0.01139665,1.045656,-1.184309,0.8428731,-0.5338405,-0.02056876,0.06446885,
3.005227,0.01128435,1.045636,-1.184334,0.8429296,-0.533757,-0.02038483,0.06447988,
3.016326,0.01117086,1.045653,-1.184326,0.8429168,-0.5337869,-0.02036874,0.06440426,
3.02744,0.01107049,1.045651,-1.184335,0.8429471,-0.5337609,-0.02031692,0.06423927,
3.038747,0.01095033,1.045663,-1.18435,0.842926,-0.5338007,-0.02016231,0.06423485,
3.049831,0.01079178,1.04566,-1.184384,0.8429687,-0.5337299,-0.02015639,0.06426408,
3.060823,0.01064944,1.045662,-1.184412,0.8430038,-0.5336829,-0.02011662,0.06420649,
3.072073,0.01044202,1.045662,-1.184424,0.8430229,-0.5336631,-0.02005448,0.06413956,
3.082942,0.01031756,1.04563,-1.184464,0.8429721,-0.5337461,-0.01996494,0.06414472,
3.094248,0.01018548,1.045575,-1.18451,0.8429448,-0.5338005,-0.01988641,0.06407569,
3.105401,0.01006961,1.045548,-1.184569,0.8428661,-0.5339666,-0.01957298,0.06382334,
3.11649,0.01000619,1.045538,-1.184608,0.8428476,-0.5340192,-0.01934343,0.06369685,
3.12751,0.009960175,1.045544,-1.18464,0.8428386,-0.5340661,-0.01905177,0.06351054,
3.138606,0.009809017,1.04557,-1.184659,0.8429397,-0.5339405,-0.0186957,0.06333033,
3.149817,0.009675503,1.04559,-1.184723,0.8429605,-0.5339436,-0.01839073,0.06311619,
3.160857,0.009613514,1.045611,-1.184794,0.8430141,-0.5338909,-0.01806249,0.06294113,
3.172014,0.009499073,1.045625,-1.184841,0.8430814,-0.533811,-0.0177605,0.06280248,
3.183216,0.009438276,1.045646,-1.184916,0.8431696,-0.5337066,-0.01757728,0.06255719,
3.19687,0.009335518,1.045604,-1.184951,0.8432209,-0.5336654,-0.01730387,0.06229199,
3.205306,0.009270668,1.045563,-1.185061,0.843276,-0.5336217,-0.01708766,0.06197963,
3.216602,0.009224653,1.045535,-1.185093,0.8433207,-0.5335856,-0.01675368,0.06177282,
3.227479,0.009127378,1.045492,-1.18518,0.8433602,-0.5335311,-0.01649328,0.06177367,
3.238635,0.009008646,1.045441,-1.185209,0.8434387,-0.5334204,-0.0162734,0.06171738,
3.24966,0.008857012,1.045475,-1.185321,0.843491,-0.5333554,-0.01639041,0.06153355,
3.260787,0.008652687,1.045493,-1.18539,0.8435234,-0.533305,-0.01658517,0.06147261,
3.271844,0.008444786,1.045465,-1.185477,0.8435194,-0.5333093,-0.01665936,0.06147049,
3.282953,0.00820446,1.045477,-1.185553,0.8434941,-0.5333236,-0.01679033,0.06165808,
3.294023,0.007915497,1.045465,-1.185604,0.8434556,-0.5333763,-0.01688303,0.06170428,
3.30535,0.007754564,1.045434,-1.185658,0.8434117,-0.5334446,-0.01689098,0.06171056,
3.316446,0.007559299,1.045414,-1.1857,0.8434041,-0.5334563,-0.01670959,0.06176354,
3.327442,0.007506847,1.045353,-1.18573,0.8433646,-0.5335225,-0.01638586,0.06181792,
3.338587,0.007387161,1.045312,-1.185748,0.8432745,-0.5336719,-0.01598096,0.06186436,
3.349592,0.007320404,1.045269,-1.185701,0.8432621,-0.5337403,-0.01559087,0.0615413,
3.360761,0.007297516,1.045261,-1.185686,0.8432741,-0.5337481,-0.01538716,0.06136083,
