Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
3.071285,0.1200633,0.09348392,-1.178566,-0.08602285,0.526791,0.7290727,0.4284207,
3.082169,0.1201525,0.09360218,-1.178496,-0.08610092,0.526724,0.7291251,0.4283983,
3.093419,0.1201372,0.09353161,-1.17852,-0.08618058,0.5268159,0.7291201,0.4282777,
3.104537,0.1200159,0.09354687,-1.178521,-0.08624284,0.526785,0.7290879,0.4283579,
3.115633,0.1200957,0.09343433,-1.178522,-0.08628012,0.5267875,0.7290857,0.4283513,
3.126685,0.1201773,0.0934782,-1.178573,-0.08635795,0.5266593,0.729144,0.428394,
3.137802,0.1201773,0.09339333,-1.17855,-0.0863535,0.5267318,0.7290957,0.4283879,
3.148987,0.1201653,0.09330654,-1.178581,-0.08639368,0.5267678,0.7290719,0.428376,
3.160071,0.1200213,0.09342861,-1.178771,-0.08647669,0.5267795,0.7290474,0.4283866,
3.171224,0.1202364,0.09350872,-1.178822,-0.08655022,0.526757,0.7290693,0.4283621,
3.182348,0.1201534,0.09342098,-1.178742,-0.08656733,0.526754,0.7291225,0.4282719,
3.193426,0.1203122,0.09344673,-1.17883,-0.08671007,0.5268247,0.7291203,0.4281598,
3.204525,0.120214,0.09337521,-1.178846,-0.08672922,0.5267069,0.7292042,0.4281578,
3.215793,0.1201437,0.0933485,-1.178803,-0.08672281,0.5267695,0.7291945,0.4280988,
3.226681,0.1201241,0.09331322,-1.178824,-0.08668361,0.5267076,0.7292351,0.4281135,
3.23779,0.1200461,0.09328079,-1.178712,-0.08679211,0.5267452,0.7292567,0.4280086,
3.248873,0.1199887,0.09336567,-1.178662,-0.08668486,0.5266652,0.7292916,0.4280692,
3.259969,0.1199827,0.09331703,-1.178672,-0.08671959,0.5266846,0.7293133,0.4280014,
3.271018,0.1199043,0.09337616,-1.178704,-0.08670584,0.5266395,0.7293785,0.4279487,
3.282133,0.1199079,0.09345055,-1.178773,-0.08676465,0.5266624,0.7293726,0.4279185,
3.293232,0.1199768,0.09348392,-1.178787,-0.08672228,0.5265622,0.7294241,0.4279626,
3.304543,0.1200488,0.09343052,-1.178813,-0.08677601,0.526678,0.7293971,0.4278553,
3.315611,0.120048,0.09341431,-1.178807,-0.08682596,0.5266554,0.7294573,0.4277702,
3.326657,0.1200361,0.09342098,-1.178793,-0.08686654,0.5267097,0.7294232,0.4277533,
3.337739,0.1201086,0.09346581,-1.178795,-0.08701535,0.5266772,0.7294326,0.427747,
3.348794,0.1200814,0.09344387,-1.178827,-0.08693268,0.5266052,0.7295125,0.4277163,
3.359917,0.1201148,0.09345531,-1.178835,-0.08700933,0.5266743,0.729463,0.4277,
3.370913,0.1200643,0.09347725,-1.178889,-0.08694133,0.5266781,0.7294521,0.4277278,
3.382098,0.1200912,0.09346104,-1.178865,-0.08697187,0.5267047,0.7294456,0.4276998,
3.39315,0.1200552,0.09348202,-1.178863,-0.08692368,0.5265899,0.7294804,0.4277917,
3.404254,0.1199098,0.09363556,-1.178733,-0.08688246,0.5266564,0.7294499,0.4277701,
3.415613,0.119884,0.09357643,-1.17881,-0.08693287,0.5266005,0.7294684,0.4277972,
3.426671,0.1199708,0.0935154,-1.178795,-0.08701894,0.5267488,0.7293629,0.427777,
3.437748,0.1199114,0.09348488,-1.17872,-0.08718318,0.5267456,0.7293978,0.427688,
3.448825,0.1198971,0.09344864,-1.178828,-0.08726638,0.5268129,0.7293674,0.4276399,
3.460035,0.1198182,0.0934391,-1.178741,-0.08736796,0.5268866,0.7293858,0.427497,
3.471011,0.1198664,0.09345341,-1.178752,-0.08746551,0.5268981,0.7294283,0.4273905,
3.482069,0.1200023,0.0935812,-1.178739,-0.08751532,0.526942,0.7293456,0.4274673,
3.493154,0.1200175,0.09360504,-1.178715,-0.08760019,0.5269839,0.7292978,0.4274799,
3.504254,0.1198387,0.09346104,-1.178766,-0.08761486,0.5270787,0.729254,0.4274347,
3.515411,0.1198735,0.09352112,-1.178794,-0.08776388,0.5271255,0.7292781,0.4273051,
3.526458,0.1197834,0.09341145,-1.178997,-0.08788434,0.5272862,0.7291663,0.4272728,
3.53776,0.1197844,0.09342384,-1.178997,-0.08800054,0.5272837,0.7292376,0.4271305,
3.548752,0.119909,0.09348774,-1.179084,-0.08806974,0.5273649,0.7292024,0.4270759,
3.559801,0.1201148,0.09352207,-1.179009,-0.08810164,0.5273278,0.7291635,0.4271816,
3.571191,0.1201763,0.09359264,-1.179118,-0.08811501,0.5273983,0.7291095,0.4271839,
3.582117,0.1202354,0.09360886,-1.179111,-0.08809667,0.5272619,0.7290955,0.4273799,
3.593179,0.1202769,0.09365654,-1.179153,-0.08813501,0.5273482,0.7290735,0.4273032,
3.60432,0.1201806,0.09354019,-1.179001,-0.08825701,0.5274107,0.7290633,0.427218,
3.615476,0.1201997,0.09357834,-1.179015,-0.0883103,0.5274252,0.7290612,0.4271928,
3.626388,0.1199689,0.09343624,-1.178973,-0.08833333,0.5274823,0.729027,0.4271761,
3.637492,0.1199849,0.09347057,-1.178964,-0.08836172,0.5274735,0.7290238,0.4271865,
3.648644,0.1199641,0.09342384,-1.179057,-0.08840081,0.5275357,0.7290526,0.4270523,
3.659807,0.1199551,0.09341812,-1.179039,-0.08836823,0.5275387,0.7290338,0.4270876,
3.670895,0.119936,0.09335232,-1.179185,-0.08849988,0.527477,0.7291112,0.4270043,
3.68213,0.1199412,0.09338951,-1.179159,-0.08849116,0.5275264,0.7290969,0.4269696,
3.693224,0.1200097,0.09337234,-1.17924,-0.08855151,0.5276147,0.7290443,0.4269376,
3.704299,0.1199706,0.09335518,-1.179188,-0.08857917,0.5276297,0.7290348,0.4269296,
3.715424,0.1202056,0.09345818,-1.179128,-0.0886087,0.5276057,0.729018,0.4269818,
3.726479,0.1200829,0.0935688,-1.179208,-0.08862247,0.527605,0.7290277,0.4269634,
3.737594,0.1202636,0.09364605,-1.179227,-0.0886556,0.527639,0.7289227,0.4270936,
3.748672,0.1202238,0.09368896,-1.179236,-0.08876495,0.5276999,0.7289004,0.4270337,
3.75981,0.1202824,0.09373188,-1.17918,-0.08890762,0.5277128,0.728862,0.4270536,
3.770831,0.1202149,0.09374809,-1.179233,-0.08895341,0.5277752,0.7288479,0.4269912,
3.781934,0.1203077,0.09369659,-1.179263,-0.08907794,0.5278057,0.728761,0.4270757,
3.793003,0.12009,0.09361935,-1.179358,-0.08922144,0.5279362,0.7286835,0.4270168,
